Id,SalePrice
1724,212581.62
1725,236889.0
1726,193153.5
1727,176602.0
1728,188955.2
1729,173819.42
1730,177139.0
1731,125354.0
1732,107804.6
1733,111722.3
1734,129998.5
1735,119575.49
1736,115394.49
1737,333723.3
1738,201637.0
1739,282174.14
1740,187115.83
1741,167051.37
1742,170941.96
1743,179261.0
1744,269389.97
1745,254158.03
1746,306790.09
1747,211164.79
1748,200976.5
1749,150017.08
1750,159169.5
1751,237315.78
1752,108007.54
1753,145989.58
1754,199935.6
1755,169577.5
1756,112213.9
1757,103369.26
1758,134449.0
1759,157550.0
1760,153905.0
1761,154278.0
1762,148418.75
1763,165706.2
1764,122433.25
1765,163309.0
1766,167715.5
1767,190419.2
1768,135230.05
1769,184541.6
1770,145376.0
1771,137573.49
1772,143013.0
1773,130179.08
1774,133990.0
1775,136170.0
1776,148530.25
1777,113970.93
1778,118309.4
1779,132623.5
1780,171482.2
1781,134547.75
1782,86670.75
1783,135412.5
1784,66111.34
1785,128945.3
1786,116355.09
1787,169774.0
1788,60478.66
1789,103247.87
1790,73559.61
1791,204286.0
1792,161831.5
1793,151225.0
1794,131986.0
1795,146372.5
1796,138356.0
1797,118599.83
1798,125348.5
1799,113188.93
1800,138422.74
1801,111773.0
1802,123560.0
1803,159288.0
1804,136795.4
1805,144766.26
1806,120491.34
1807,159948.0
1808,129898.7
1809,135668.21
1810,142502.24
1811,113579.74
1812,135952.17
1813,114353.34
1814,89924.8
1815,61699.15
1816,104700.0
1817,107121.78
1818,148009.5
1819,118086.66
1820,77401.04
1821,102232.86
1822,154190.08
1823,70872.52
1824,130928.51
1825,134395.72
1826,107611.0
1827,105439.3
1828,129134.84
1829,109874.59
1830,139822.5
1831,169524.49
1832,135081.99
1833,141154.03
1834,124375.9
1835,167531.9
1836,124032.03
1837,91045.08
1838,135788.58
1839,75966.0
1840,178295.0
1841,168315.9
1842,120796.68
1843,143850.0
1844,148258.99666666667
1845,146067.87
1846,167315.0
1847,149182.1
1848,73093.54
1849,146673.11
1850,126590.11
1851,169798.84
1852,127500.25
1853,131960.04
1854,176683.91
1855,163243.0
1856,202376.8
1857,148989.79
1858,147115.81333333332
1859,121627.00133333333
1860,148070.6133333333
1861,123043.54999999999
1862,275491.15
1863,255979.16
1864,255979.16
1865,342191.71
1866,338912.22
1867,252504.43
1868,291159.61
1869,205708.71
1870,234520.18
1871,247731.12
1872,175710.6
1873,224068.45
1874,138523.16666666666
1875,207425.0
1876,193640.4
1877,192715.86
1878,214077.52
1879,135206.0
1880,131126.87
1881,220857.36
1882,281384.37
1883,207639.26
1884,223812.09
1885,273198.9
1886,283191.37
1887,189329.74
1888,265110.96
1889,171435.75
1890,139069.21
1891,144923.8
1892,113913.31
1893,142771.0
1894,129284.25
1895,157218.5
1896,117593.49
1897,117676.33
1898,111536.83
1899,126654.5
1900,153037.0
1901,141565.41
1902,155583.0
1903,248404.04
1904,133294.18
1905,182289.1
1906,144900.0
1907,208952.24
1908,112267.66666666666
1909,123917.68666666666
1910,122822.68666666666
1911,186282.8
1912,232284.0
1913,133878.4
1914,85195.5
1915,290600.92
1916,71570.52
1917,285957.7
1918,145818.93333333335
1919,162957.32
1920,182002.54
1921,390264.82
1922,333188.01
1923,190995.0
1924,220624.6
1925,239530.06
1926,350295.75
1927,135581.0
1928,170387.5
1929,128981.2
1930,142357.66666666666
1931,126329.66666666666
1932,130732.9
1933,145624.37
1934,178459.9
1935,177248.28
1936,179875.8
1937,189324.1
1938,175522.05
1939,275632.97
1940,194559.0
1941,183075.0
1942,204275.0
1943,198489.56
1944,320678.26
1945,350912.93
1946,185972.0
1947,313445.23
1948,205641.72
1949,241963.74
1950,181972.41
1951,251711.0
1952,250724.52
1953,170176.32
1954,198587.99
1955,132487.75
1956,279435.25
1957,181687.0
1958,276554.54
1959,146245.5
1960,117969.59
1961,119231.32
1962,99332.0
1963,98523.0
1964,116817.34
1965,148076.0
1966,145686.85
1967,250841.28
1968,362588.97
1969,358022.35
1970,378740.27
1971,388784.9
1972,319083.77
1973,260242.01
1974,294277.63
1975,424605.02
1976,257312.9
1977,342248.38
1978,329028.95
1979,344380.84
1980,206119.28
1981,302525.7
1982,223936.12
1983,223936.12
1984,161496.0
1985,191677.32
1986,208989.02
1987,178769.64
1988,181709.6
1989,197943.9
1990,222097.35
1991,214631.98
1992,227300.03
1993,179789.0
1994,242714.2
1995,191219.0
1996,281828.0
1997,316591.58
1998,343206.39
1999,247956.0
2000,292860.51
2001,253406.8
2002,234788.5
2003,250967.13
2004,227598.2
2005,236253.83
2006,219868.97
2007,278156.06
2008,196981.4
2009,198413.4
2010,199315.3
2011,155519.0
2012,197615.66
2013,184401.46
2014,183459.72
2015,199479.2
2016,189182.3
2017,203194.5
2018,119668.0
2019,108751.44
2020,119254.16
2021,105634.11
2022,187163.8
2023,143953.03
2024,224322.7
2025,357787.31
2026,165010.1
2027,167244.818
2028,153839.37666666665
2029,172896.0
2030,286091.58
2031,273714.02
2032,284448.26
2033,275292.15
2034,163852.76
2035,214821.28
2036,179531.35
2037,179531.35
2038,295494.23
2039,225876.85
2040,371847.03
2041,277426.17
2042,212311.81
2043,172317.05
2044,168406.0
2045,235767.4
2046,132696.6
2047,140534.9
2048,121032.49
2049,134989.4
2050,200016.13
2051,125017.0
2052,135262.75
2053,142644.5
2054,61846.66
2055,146727.5
2056,132738.5
2057,117378.93
2058,204582.1
2059,133588.25
2060,153967.5
2061,173835.7
2062,135580.25
2063,118285.18
2064,133287.93
2065,124336.75
2066,217403.24
2067,140441.5
2068,135152.2
2069,99924.76
2070,111124.5
2071,78789.5
2072,137082.71
2073,130639.72
2074,175429.41
2075,156019.59
2076,119455.83
2077,149289.5
2078,126134.5
2079,130730.5
2080,124957.93
2081,126212.33333333334
2082,137471.11
2083,135782.0
2084,117766.0
2085,136357.0
2086,151563.0
2087,114093.0
2088,119430.5
2089,86533.0
2090,133091.11
2091,105435.26
2092,111005.34
2093,149527.23
2094,142265.71
2095,150485.0
2096,104757.5
2097,92704.5
2098,131888.61
2099,55860.88
2100,127193.59
2101,133082.37
2102,150548.04
2103,96922.5
2104,138531.5
2105,128394.91
2106,84144.98
2107,268008.92
2108,118172.5
2109,119468.67
2110,122801.55
2111,161744.0
2112,143890.35
2113,101660.18
2114,112073.66
2115,133583.34
2116,107999.6
2117,137990.5
2118,132791.0
2119,105399.0
2120,103666.81
2121,97611.5
2122,72484.5
2123,114191.0
2124,168966.99
2125,132269.11
2126,137736.25
2127,141675.5
2128,123824.6
2129,98164.0
2130,162479.5
2131,138545.5
2132,115673.0
2133,108215.8
2134,120418.0
2135,99484.5
2136,100916.0
2137,128323.79
2138,145340.05
2139,156934.0
2140,131715.5
2141,144283.16666666666
2142,148998.5
2143,149486.44
2144,132576.3
2145,119073.0
2146,190674.93
2147,153698.5
2148,123405.34
2149,127890.0
2150,239324.6
2151,133456.76
2152,168029.0
2153,136946.0
2154,130730.3
2155,136939.12
2156,217446.0
2157,216061.92
2158,248903.79
2159,202983.6
2160,177665.81
2161,274829.46
2162,400012.54
2163,350553.94
2164,254322.22
2165,174291.4
2166,138237.5
2167,190615.6
2168,203554.9
2169,190216.03
2170,222626.3
2171,158181.05
2172,144109.25
2173,180686.05
2174,241860.69
2175,288592.98
2176,289410.09
2177,269416.25
2178,227626.2
2179,145254.08333333337
2180,199063.95
2181,191687.8
2182,232604.62
2183,212516.37
2184,143543.78
2185,138062.0
2186,134676.0
2187,153605.5
2188,146762.29
2189,178469.27
2190,95219.43
2191,99079.93
2192,105189.0
2193,109255.5
2194,119068.0
2195,106632.0
2196,121162.5
2197,109802.47
2198,154765.0
2199,158626.5
2200,130912.74
2201,135510.26
2202,183835.7
2203,169203.37
2204,151408.64
2205,115317.5
2206,129903.8
2207,211005.0
2208,220778.99
2209,159568.0
2210,103267.66666666666
2211,115796.0
2212,119853.5
2213,116717.0
2214,140450.57
2215,109544.5
2216,150269.0
2217,85343.05
2218,104240.8
2219,73605.5
2220,69254.44
2221,290207.99
2222,209399.49
2223,257540.25
2224,214270.2
2225,149436.4
2226,151519.33
2227,205049.71
2228,245532.13
2229,233022.81
2230,153157.5
2231,193456.91
2232,200145.14
2233,181988.82
2234,241257.68
2235,195645.0
2236,307023.67
2237,353673.73
2238,196430.75
2239,149623.85
2240,165733.83
2241,152179.68
2242,126911.7
2243,128264.875
2244,84509.0
2245,83768.0
2246,154802.14
2247,137081.83
2248,131972.2
2249,128885.6
2250,132498.0
2251,165381.5
2252,178004.5
2253,171879.82
2254,181178.4
2255,180450.8
2256,185196.8
2257,206559.0
2258,180641.61
2259,180685.5
2260,163876.0
2261,187434.0
2262,199995.56
2263,325495.46
2264,390672.89
2265,172793.5
2266,286117.52
2267,379428.13
2268,389210.93
2269,165153.32
2270,174485.72
2271,197009.0
2272,197072.0
2273,170461.0
2274,158059.3
2275,172678.32
2276,165918.6
2277,159721.5
2278,154063.5
2279,119501.0
2280,122993.22
2281,171836.72
2282,173960.2
2283,94044.0
2284,110192.0
2285,147799.9
2286,125158.0
2287,325462.57
2288,279255.1
2289,376732.28
2290,365358.66
2291,331661.15
2292,411094.47
2293,418204.24
2294,376891.0
2295,440163.26
2296,283839.25
2297,259002.85
2298,330489.21
2299,369616.72
2300,289890.86
2301,232587.41
2302,223682.05
2303,278781.39
2304,248788.28
2305,174187.02
2306,174187.02
2307,182965.75
2308,225438.93
2309,281709.84
2310,232426.65
2311,181106.74
2312,179728.19
2313,174554.31
2314,195018.39
2315,173564.08
2316,197827.22
2317,179801.89
2318,173583.46
2319,183689.58
2320,188472.29
2321,245247.81
2322,174840.99
2323,209782.07
2324,168075.15
2325,238638.79
2326,168878.26
2327,214778.0
2328,221475.45
2329,181601.0
2330,176796.22
2331,318836.63
2332,344377.18
2333,307020.25
2334,253820.03
2335,264671.63
2336,292818.39
2337,207855.86
2338,250424.29
2339,240765.0
2340,372482.4
2341,233198.07
2342,231744.12
2343,222218.87
2344,250268.82
2345,239228.91
2346,219007.29
2347,188690.58
2348,230689.35
2349,165342.72
2350,232610.66
2351,269794.94
2352,268358.51
2353,223191.3
2354,141416.37
2355,177620.6
2356,148899.5
2357,226712.3
2358,205295.9
2359,126608.08
2360,129103.6
2361,130191.5
2362,283655.28
2363,134168.7
2364,153342.09
2365,207992.22
2366,195869.0
2367,236352.47
2368,184835.15
2369,229198.32
2370,170949.9
2371,172583.66
2372,187816.49
2373,273150.71
2374,281578.87
2375,262149.6
2376,218862.4
2377,325484.67
2378,158363.5
2379,186193.0
2380,148270.0
2381,158299.0
2382,189900.3
2383,226039.71
2384,234883.9
2385,155169.0
2386,148803.0
2387,138083.37
2388,113868.46
2389,128574.3
2390,159478.0
2391,123902.83
2392,121506.08
2393,162657.5
2394,147849.0
2395,175902.25
2396,156536.0
2397,207207.7
2398,122561.75
2399,74924.5
2400,54925.21
2401,107288.0
2402,131418.25
2403,138038.45333333334
2404,158175.5
2405,154293.0
2406,132351.5
2407,123061.85
2408,137816.0
2409,132573.5
2410,157974.0
2411,121117.0
2412,142387.5
2413,130448.25
2414,136270.5
2415,139266.69
2416,133554.0
2417,131825.0
2418,122012.58
2419,125908.0
2420,120426.41
2421,136209.5
2422,126912.0
2423,110965.14
2424,138408.0
2425,187158.4
2426,104127.76
2427,138181.31
2428,169249.0
2429,117360.66
2430,139200.66
2431,128389.71
2432,126886.5
2433,131577.75
2434,143407.87
2435,144440.5
2436,120757.83
2437,113553.48
2438,123812.6
2439,107626.5
2440,119631.0
2441,99453.24
2442,102320.1
2443,119121.01
2444,104774.0
2445,108605.78
2446,107193.78
2447,214177.0
2448,176110.5
2449,99638.15
2450,138637.5
2451,126361.95
2452,263992.72
2453,118334.56
2454,121418.18
2455,107308.0
2456,133355.27
2457,114450.0
2458,116901.95
2459,107409.5
2460,128746.0
2461,116407.0
2462,114833.5
2463,108060.0
2464,169260.5
2465,135193.08
2466,112678.0
2467,143187.79
2468,113078.56
2469,102442.96
2470,204030.7
2471,201431.5
2472,162821.5
2473,99871.4
2474,106669.6
2475,240779.51
2476,103801.18
2477,130481.0
2478,159182.05
2479,120058.82
2480,140818.82
2481,131362.5
2482,123617.69
2483,128151.0
2484,130090.2
2485,121195.83
2486,162994.5
2487,166288.9
2488,144889.76
2489,149298.5
2490,153576.82
2491,103916.72
2492,188396.2
2493,157601.96
2494,163091.0
2495,140890.05
2496,220387.38
2497,145309.0
2498,109981.99
2499,107872.66
2500,131800.57
2501,132692.5
2502,139764.32
2503,106231.49
2504,195023.54
2505,219312.48
2506,282476.55
2507,313621.84
2508,284072.07
2509,224266.46
2510,227859.46
2511,189195.33
2512,216049.09
2513,214432.89
2514,299170.99
2515,141806.0
2516,168874.66
2517,133593.0
2518,147150.5
2519,230896.15
2520,212352.3
2521,195660.9
2522,212542.28
2523,133030.0
2524,141681.5
2525,141577.5
2526,137075.0
2527,134875.5
2528,127005.5
2529,122140.82
2530,118800.0
2531,226334.56
2532,234569.65
2533,206145.25
2534,258845.97
2535,292079.23
2536,226699.5
2537,254911.26
2538,185669.78
2539,188458.23
2540,181317.75
2541,183033.08
2542,150209.02
2543,131714.1
2544,126276.93
2545,131461.87
2546,148173.0
2547,136763.1
2548,160916.36
2549,144251.86
2550,336918.73
2551,146017.0
2552,121553.13
2553,97611.14
2554,136887.93
2555,107598.5
2556,103669.69
2557,113849.82
2558,155907.0
2559,130290.1
2560,120657.0
2561,131865.26
2562,127416.25
2563,150313.83
2564,178191.0
2565,149491.25
2566,116451.88
2567,120443.34
2568,198256.6
2569,206141.04
2570,104187.0
2571,148251.49
2572,179395.35
2573,249672.0
2574,330854.67
2575,115102.04
2576,145910.89
2577,144629.55
2578,96347.9
2579,78371.21
2580,135523.87
2581,123622.07
2582,105230.1
2583,263780.07
2584,165216.0
2585,164326.76
2586,205858.15
2587,203751.58
2588,164916.5
2589,144846.5
2590,216834.49
2591,224935.4
2592,244534.17
2593,269273.98
2594,185361.41
2595,225614.24
2596,340835.6
2597,192143.8
2598,279683.36
2599,361006.06
2600,177947.5
2601,141050.5
2602,80920.0
2603,84908.0
2604,80685.0
2605,81507.5
2606,138077.13
2607,174974.7
2608,179014.15
2609,138881.24
2610,126542.6
2611,163005.82
2612,158365.05
2613,133026.5
2614,129967.5
2615,157248.5
2616,136834.5
2617,160210.5
2618,208126.0
2619,230019.48
2620,176031.51
2621,198933.05
2622,200915.5
2623,280986.13
2624,251201.34
2625,349553.49
2626,170325.38
2627,188026.0
2628,389549.44
2629,624763.86
2630,345655.72
2631,467981.36
2632,385223.58
2633,327722.11
2634,371528.93
2635,148847.5
2636,197418.65
2637,159546.51
2638,252159.94
2639,179958.0
2640,159193.0
2641,114388.0
2642,194561.39
2643,95745.04
2644,124861.34
2645,98849.0
2646,95858.0
2647,99813.0
2648,137103.0
2649,141578.62333333335
2650,147679.75
2651,147640.5
2652,447502.46
2653,271096.16
2654,258508.63
2655,354313.46
2656,357069.63
2657,320651.74
2658,289932.78
2659,319772.34
2660,307633.69
2661,353374.59
2662,344039.96
2663,278841.04
2664,291531.16
2665,314303.33
2666,301664.1
2667,171884.8
2668,172619.21
2669,177962.22
2670,294398.94
2671,178383.4
2672,184124.93
2673,211764.08
2674,208067.5
2675,166116.7
2676,186145.69
2677,206622.0
2678,260576.0
2679,242307.3
2680,294317.5
2681,341796.09
2682,314126.49
2683,509907.81
2684,295932.5
2685,316830.09
2686,269517.31
2687,274486.03
2688,240810.0
2689,231851.82
2690,460622.48
2691,201253.65
2692,141995.0
2693,187699.72
2694,146369.0
2695,194247.24
2696,189731.73
2697,204144.15
2698,194154.75
2699,179632.9
2700,172243.9
2701,171953.32
2702,122630.0
2703,145621.0
2704,132053.0
2705,128902.5
2706,125231.0
2707,126750.1
2708,137093.0
2709,119813.83
2710,125650.2
2711,252875.97
2712,324393.54
2713,164956.9
2714,150531.6957142857
2715,161369.79
2716,154947.61
2717,194986.5
2718,243398.66
2719,168745.32
2720,161824.24
2721,138227.5
2722,147959.12
2723,144622.5
2724,124372.83
2725,137888.0
2726,139238.0
2727,172553.0
2728,161062.7
2729,142606.63
2730,145612.59
2731,110846.0
2732,116583.2
2733,143165.0
2734,159452.0
2735,127678.5
2736,141387.61
2737,123624.5
2738,132173.56333333335
2739,158924.59
2740,142606.0
2741,138353.5
2742,150725.0
2743,141409.5
2744,146292.5
2745,136589.75
2746,130605.43
2747,150737.0
2748,130655.5
2749,126105.5
2750,148767.25
2751,125208.93
2752,278496.37
2753,161114.0
2754,170622.8
2755,126151.0
2756,82237.11
2757,80287.22
2758,62572.16
2759,137162.07
2760,112829.37
2761,151640.0
2762,156634.0
2763,175758.0
2764,169998.78
2765,282094.07
2766,119170.16
2767,93771.0
2768,137720.5
2769,134358.35
2770,150221.0
2771,113947.96
2772,126720.2
2773,138588.61
2774,131800.0
2775,113437.9
2776,121986.37
2777,149329.76
2778,132239.60666666666
2779,108349.5
2780,114163.3
2781,95774.3
2782,101079.76
2783,87920.58
2784,119992.1
2785,133669.44
2786,55076.87
2787,123468.0
2788,72448.75
2789,175010.55
2790,113212.5
2791,124067.6
2792,85356.77
2793,179760.87
2794,82626.0
2795,116694.06
2796,105223.67
2797,229682.92
2798,106027.5
2799,127261.75
2800,95922.6
2801,115423.0
2802,144487.0
2803,194742.7
2804,173377.0
2805,115970.64
2806,98338.1
2807,188035.61
2808,148391.5
2809,141388.0
2810,141178.5
2811,151945.0
2812,141290.6
2813,152108.2
2814,147663.13
2815,124406.0
2816,262285.58
2817,136513.0
2818,128880.2
2819,147268.55714285714
2820,125968.25
2821,113456.5
2822,201800.95
2823,246063.52
2824,164020.0
2825,152141.5
2826,137818.0
2827,141869.0
2828,222385.9
2829,189787.8
2830,199293.05
2831,184122.9
2832,215586.4
2833,261345.43
2834,212705.75
2835,225110.36
2836,187494.15
2837,168740.32
2838,156222.5
2839,179042.15
2840,185893.19
2841,203524.4
2842,207613.55
2843,155136.08
2844,165234.8
2845,122373.92
2846,216012.4
2847,202333.0
2848,241461.4
2849,218725.7
2850,282470.74
2851,248849.85
2852,219772.9
2853,228516.1
2854,144005.8333333333
2855,189386.84
2856,212731.36
2857,189224.85
2858,176280.3
2859,107744.08
2860,135931.5
2861,160605.0
2862,184204.15
2863,143321.6666666667
2864,276931.85
2865,148084.0
2866,135683.05714285714
2867,81034.59
2868,129598.0
2869,120392.63
2870,143663.96
2871,105607.92
2872,53190.09
2873,117658.26
2874,149061.5
2875,123578.08
2876,159024.54
2877,135632.82
2878,165487.5
2879,135291.0
2880,116481.0
2881,155100.27
2882,148450.85
2883,163437.99
2884,191281.5
2885,174933.85
2886,173603.8
2887,118057.6
2888,119462.0
2889,70855.83
2890,67209.83
2891,147023.0
2892,82883.72
2893,135628.93
2894,57527.08
2895,267479.66
2896,263785.22
2897,217344.4
2898,179148.9
2899,243236.61
2900,163697.0
2901,216240.5
2902,180935.49
2903,360145.21
2904,344757.84
2905,162352.07
2906,198754.58
2907,113427.98
2908,128754.83
2909,160708.7
2910,79683.11
2911,80548.11
2912,157485.5
2913,81683.11
2914,81683.11
2915,81213.11
2916,80690.61
2917,151520.1
2918,123085.0
2919,234803.15
